review,rating,gym,branch,length,year
"My go-to gym. Has good range of equipment. Big gym floor. Has a pool. Only negative is that i have seen some VA trainers train during peak times (by themselves, no client)",5,Virgin Active,Tanjong Pagar,171,2024
"I was introduced to Virgin Active Tanjong Pagar by one of the staff, Nicolas Tauvy. He is extremely helpful by recommending the best plan for my needs and is always so quick to provide assistance. Please reach out to him if you are interested to know what Virgin Active has to offer!

Additionally, I really enjoy the pilates and yoga classes in Virgin Active Tanjong Pagar! It's the best option for a working individual like me to exercise during my lunch break. The facilities and toilets are well-maintained, with hair dryers and straighteners available for females! I have tried other ClassPass classes but none fares better than Virgin Active.",5,Virgin Active,Tanjong Pagar,648,2024
"Fantastic facilities, clean and very-well managed! efficient and very helpful team! 10 stars to sales manager Nicolas Tauvy!",5,Virgin Active,Tanjong Pagar,124,2024
Me n my husband just signed up for membership with the great and super friendly service of Kishen Mahandran. I am very impressed with the facilities which even caters to disabled people with their disabled changing and shower room which is a rare find in fitness clubs here.,5,Virgin Active,Tanjong Pagar,274,2024
"Been here for years, great business gym!",5,Virgin Active,Tanjong Pagar,40,2024
I've been a member at virgin active for more than 5 years and love the partnership rates they have with AIA. The PTs are very friendly and will take the time to correct your form to prevent injuries if they spot it. Special shoutout to Iqmal who went out of his way to give me a quick refresher on my glute workout !!! fitness is a journey and no better place than virgin active in SG for me!,5,Virgin Active,Tanjong Pagar,392,2024
Great facilities and convenient location. Jo was very amicable and took time to show me around and carefully explain the gym policies and offerings. Thanks Jo!,5,Virgin Active,Tanjong Pagar,159,2024
"Very good gym with great personal trainer! The gym has many facilities including an ice bath, a Himalayan salt room and a sauna hot room. The personal trainer is exceptionally great! The trainer assigned to me is Haikal, who is professional and amicable! I have learned a lot from him! Would greatly recommend getting a personal trainer in this gym.",5,Virgin Active,Tanjong Pagar,349,2024
Excellent and very high tech equipments!! We love the big space gym and positive vibes here!,5,Virgin Active,Tanjong Pagar,92,2024
"This outlet is my favorite! It's huge with all the machines you can imagine. After its renovation, a lot of leg equipment has been added. Hip thrust, back squat and standing leg curls are such a rare find in commercial chain gyms.",5,Virgin Active,Tanjong Pagar,230,2024
"I am extremely disappointed with Virgin Actives billing practices. Despite canceling my membership in a month's notice, I have been charged twice more. This level of inefficiency and disregard for customer requests is unacceptable. I would not recommend this gym to anyone looking for reliable and transparent service.

Process my refund ASAP!!",1,Virgin Active,Tanjong Pagar,344,2024
"Big shout out to Kishen for guiding me through the signup processes and helping me to find the best plan for me, thanks bro!",5,Virgin Active,Tanjong Pagar,124,2024
"When asked to terminate membership since December, wasn't allowed it because ""reason was unaccepted"" and had extremely bad service by kishen, who basically MIA since January when asking questions about the gym services and credits and had no due diligence of serving his customers. I was charged past the minimum commitment period of 3 months (to March) since the membership and was continued to be charged further until now (May) without any notice and am unable to get any refund even when I did not use any of the facilities at the gym since signing the membership. Absolutely scam of money and not responsive and irresponsible agent that did not go through the term and conditions of the gym in order to sign and there was no due diligence of them for their job, please do not sign and get scammed.",1,Virgin Active,Tanjong Pagar,802,2024
"Vanessas exceptional as a personal trainer, tailoring each session to meet my specific needs and goals took the time to understand my strengths, weaknesses, and preferences, creating workouts that pushed me while also making each gym session enjoyable.

In addition to her expertise as a trainer, Vanessas genuine care for her clients shines through in everything she does. She goes above and beyond to provide support and encouragement, both inside and outside of the gym.",5,Virgin Active,Tanjong Pagar,473,2024
I was charged for automatic renewal but nobody reminded me of it. Now I couldnt get a refund. I think their salesman and consultants are not responsive and professional at all.,1,Virgin Active,Tanjong Pagar,176,2024
"Excellent gym, great variety of machines, weights and classes. Personal trainer Syam really good, lot of technical knowledge and experience, and have made huge progress since starting program with him. Facilities well maintained.",5,Virgin Active,Tanjong Pagar,229,2024
"Very nice gym with good facilities and equipments. The staffs are professional and friendly. I have been with them for coming to 5 years and have always been impressed with their service.

Special thanks to PremKumar who helped with my request. They are flexible and listen to members feedbacks. Highly recommended!",5,Virgin Active,Tanjong Pagar,315,2024
"This is an amazing and large gym that has recently undergone a facelift and has brought in many new facilities. Theres plenty of recovery tools like massage guns, automatic foam rollers, cold plunge and a steam room to name a few. The gym floor is large with plenty of machines (cable and plate-loaded), power racks (more than 10), free weights and benches. Some rare machines here too, like the rear delt row, hack quat, hip thrust and single leg hamstring curl are my favourites. The functional training area is also large enough to accommodate your own training, even if there are HIIT or Grid classes happening too. The trainers there are also friendly and professional, always willing to help out and offer advice if you ask! Ive been training with Roy Ho for over a year now and it has been a fulfilling journey of growth - I cannot recognise who I am in the mirror now compared to last year.",5,Virgin Active,Tanjong Pagar,898,2024
"Damn disgusting, all the used cups never clean at all. I saw the staff just put back in the tray. Can you advise whether Virgin do this across all outlets ?!!!",1,Virgin Active,Tanjong Pagar,159,2024
Nicholas Tauvy has been really prompt and helpful with the gym orientation and seamless onboarding.,5,Virgin Active,Tanjong Pagar,99,2024
"Ive been with VA for over a year, and Nic has consistently been prompt and helpful whenever I needed assistance. Have been attending reformer pilates and bodypump classes and my experiences has been pretty positive.",5,Virgin Active,Tanjong Pagar,215,2024
Nicolas is very helpful with my queries and changes request I need -,5,Virgin Active,Tanjong Pagar,68,2024
"Joined virgin active a while back and have been going every morning for their classes, especially reformer. Nicolas was the one who showed me around and helped me get everything sorted. Even though its been over a year I'm a member, whenever I have a question, he would help me asap. I highly recommend for anyone interested to look for him and you will not be disappointed.",5,Virgin Active,Tanjong Pagar,374,2024
"sent my away dates to @virginactivesg to process the freezing of my membership from today (7th of May) until 6th of June. my exact email from that day (21st of April) was ""Kindly process the freezing of my membership for the next billing cycle 7th May until 6th June please""

instead of performing their duties to clarify with me that the billing date for May is on the 2nd instead of 7th, (which was a different debit date in March, which then i had to also freeze my account), i received a reply that my account would be frozen from ""2nd to 12 June 2024"", no word of 'May' was mentioned.

i replied this morning saying they got the dates wrong, because i realised my account was still active.

(btw in this email reply of yours ""2nd to 12 June 2024"", for anyone with an understanding as to how a person types/writes date would see that it was meant '2nd of June until 12th of June.')

now the rep is here telling me i should provide my flight ticket to help adjust the billing process, this was after telling me blatantly in the previous emails that they wouldn't be able to do a backdate on my request since the billing date for May was actually 2nd of May instead of 7th of May.

i am paying to have my account frozen - and as a paying member should i be providing any form of documentation to request for a service to be done? And which part of our email exchanges have you taken responsibility for your lack of clarity on this?",1,Virgin Active,Tanjong Pagar,1433,2024
"World class amenities and classes. It motivates me to keep coming back and getting my workout in.
However, I'm displeased with the service rendered. It's a world class gym with everything except a simple microwave for guests to use.
I carry my meal prep with me and it's really unpleasant to eat it cold after a workout. Have written in to suggest adding a microwave but no follow ups. On a few occasions, trainers and even a consultant told me that I can request the counter staff to help me heat it up when they are not busy (off peak hours).
Today I took the chance to ask the counter staff to help me heat up my lunch at 2.30pm ( there were many staff at the counter and no guests coming in and out) Instead, I was rejected by them and they said that the microwave is only for staff.
Why the double standards when the trainers (at least 3 of them have told me it's ok) and consultant have told me that the counter staff have helped others do it. Really unsatisfied and disappointed with the service.",3,Virgin Active,Tanjong Pagar,1003,2024
"PT: 5/5, VA: 1/5

Ive been training with Iqmal frequently, and I cant recommend him highly enough! He is incredibly knowledgeable, motivating, and supportive. Thanks to his personalized workouts and guidance, Ive seen amazing progress in my fitness goals.

However, regarding Virgin Active (VA), I must express dissatisfaction. The facilities and class standards leave much to be desired, with equipment having broken leather seats, making it uncomfortable to use. With the departure of experienced instructors, the quality of classes has declined significantly. Additionally, Ive encountered frequent instances of double charging, and the refund process is excessively cumbersome and protracted. Customer service needs to be more proactive in addressing these issues.",2,Virgin Active,Tanjong Pagar,768,2024
"Amazin gym including anything you need from the equipment, the layout and all the courses. I strongly recommend a yoga sesh with Jessica. Really good!",5,Virgin Active,Tanjong Pagar,150,2024
"Had a very bad experience in one of their pilate class which is supposed to be foundation, but it turned out more difficult than their align (med level difficulty) class. I cancelled the next class which is back to back. Incurred penalty which I emailed the tanjong pagar team but no response to waive it off. P.S if you cancel after 9pm the day before for a class you get a penalty, Cancelled within 1 hr you get 2 penalty. After 6 penalty you only get to book 1 class per.month.
It cost more than 200++ per.mth and they impose such a rigid penalty.",1,Virgin Active,Tanjong Pagar,550,2024
"Great gym, friendly staff, highly recommended",5,Virgin Active,Tanjong Pagar,45,2024
"One of the best choice made after joining VA was to engage Marcus Ong as my personal trainer. Marcus is helpful to everyone on the gym floor. He is always ready to guide the members on the use of the equipments, offering advice on exercises and watching out for members to ensure their safety. As a personal trainer, Marcus is very patient and knowledgeable. He takes time to understand my goals and limitations, takes into consideration my work schedule when designing my exercise regime. He balances our training with both intensive and moderate sessions and incorporates a wide variety of workouts to ensure each session remains fresh.",5,Virgin Active,Tanjong Pagar,638,2024
"I visited Virgin Active in 2021 for a trial session. During that time, a personal trainer inquired about my interest in purchasing a package/or to engage her as my personal trainer to which I declined. However, in 2024, I received an email from the Singapore Commercial Credit Bureau claiming I owe $1,600 SGD.

I have not consented to any packages nor have I been provided with this contract for personal review or signature. The uploaded documents show no signature from me suggesting that someone, possibly the trainer, entered my name onto the contract without my consent.

Its shocking that such practices occur within a reputed company. I advise caution when participating in any trial offers.",1,Virgin Active,Tanjong Pagar,699,2024
"The service is not the best. The staff are rude, biased and selectively friendly. They either ignore me or speak rudely. Once someone else shows up beside me, they become attentive, friendly and smiley. Apart from this, first time I was there, I couldn't find the exit as I was in a rush and went the wrong way. I asked the cleaner and she pointed and started laughing. She even told the rest of the staff and they laughed too. What kind of customer service is this?? Staff are just laughing, being rude and judgemental.",1,Virgin Active,Tanjong Pagar,520,2024
PT session is in detail with fullest support and care. Especially marcus provides the list of workouts that i have done during the session and homeworks to do on my own until the next session.,5,Virgin Active,Tanjong Pagar,192,2024
Its only been a month I joined Virgin Active. Everyone including the reception staff and the PT have been very helpful. Ive received very good assistance from Jo while signing up and personal training from Li Ting and Haikal who are both very patient and thorough. Its a great place for both beginners (like me) and enthusiasts alike.,5,Virgin Active,Tanjong Pagar,334,2024
"It's a great space of training and classes and also the reception team - my special review and appreciation goes to Isaac- I have dropped my white gold right with diamond in the locker on sat , have dropped in an email and Isaac called to update on the situation twice on Sunday morning, and was found and secured in their safe! Appreciate his efforts to help to search and his female colleague to check through the lockers for the small ring.
Greatly appreciate your helpfulness !",5,Virgin Active,Tanjong Pagar,481,2024
Large gym with a good selection of equipment. Thanks to Roy Ho my PT who goes above & beyond to support.,5,Virgin Active,Tanjong Pagar,104,2024
"Mark is an exceptional PT. His personalized approach, expertise, and dedication have transformed my fitness journey. With his guidance, Ive achieved results beyond my expectations and even managed to see my abs for the first time in my life in time for my Bali holiday! If youre looking for a trainer to help you achieve your fitness goals, I highly recommend him!",5,Virgin Active,Tanjong Pagar,364,2024
"Appreciate the personal training I received from Mark, master at biomechanics and training/diet science! Really optimized and technical, yet personalized and so much fun... Changed my life by 20kg in 6 months",5,Virgin Active,Tanjong Pagar,208,2024
ahmad in VA guoco tower gives polite and exemplary services. he was well-mannered and welcoming. really appreciate service staffs like him.,5,Virgin Active,Tanjong Pagar,139,2024
Rudy is a wonderful trainer. He is experienced in his training and also massages. He has help to reduce my body pain and headaches a lot. He has also strengthened my knee and flexibility. I can do squats now and is improving. I will strongly recommend him to my friends. Thanks Rudy.,5,Virgin Active,Tanjong Pagar,283,2024
"Would like to give a shoutout to the TP team! Always greeted with smiles from reception team - especially Isaac. Loved his enthusiasm - giving his best in what hes doing. This morning, I was also greeted from the GM (Nic) - so nice to see a GM manning the counter! Not forgetting Haikal, Serag and Firli too!!

Also, to the fitness team. Iqmal, Firdaus, Shawn, Syam, Rudy, Ivan, Kah Wei, Mark and Nicole!!!

Last but not least the Sales team - Justine!

Keep it up with what yall doing ",5,Virgin Active,Tanjong Pagar,486,2024
Decided to take a look around gyms in CBD area and was reached out by a friendly sales representative Jolenta. She has been really helpful in explaining the facilities/membership options with the AIA benefit when I was not even aware of it. Receptionists were also very welcoming and place was brightly lit. Definitely ideal for a workout any day,5,Virgin Active,Tanjong Pagar,346,2024
"I really enjoyed the gym facilities in Virgin Active, it feels like I'm not just coming in for a quick gym session but rather experiencing a therapeutic lifestyle in a fitness and wellness haven that has everything from classes, gym equipment to a super nice outdoor swimming pool and even a salt room?!

Jolenta was very helpful in assisting with my enquiries for a personal trainer and Vanessa who is the PT made me felt very comfortable during training as I am usually quite intimidated handling the equipment in the gym alone. Vanessa really tailors the schedule and routine to my needs and current workout schedule so it feels really personalised. She even advised me about my dietary and nutrition plans which would be very useful for my overall fitness goals.",5,Virgin Active,Tanjong Pagar,766,2024
"Exceptional experience! The expertise and assistance provided by Nicolas Tauvy have been very helpful in my fitness journey. Highly recommend Him for anyone seeking results and a positive, supportive environment :)",5,Virgin Active,Tanjong Pagar,214,2024
"Horrible customer service! Just wanted to know more about the pricing and go back home to consider about it, made the staff change attitude and said what is there to consider! Just so I didn't buy the package on the spot and decide to think about it, it seems that it's my fault. Won't go there again for sure!",1,Virgin Active,Tanjong Pagar,310,2024
"Very passive aggressive with some attitude sales lady (Filipino). I made appointment online prior to meeting her at the gym to show me around. Once she saw me she said: oh i never thought you would look like this. I said: what do you mean? She said: oh nevermind. After she showed around i agreed to try the trial class. In the conversation she mentioned the gym is more targeting on the expats hence the gym implement biweekly payment. Been asking her to send me a whatsapp of the pricing etc. Never send to me until i asked again (how stupid i was) and she just brushed me off: oh i never send you is it? 
Long story short i decided not to come back and she ended up whatsapp me to check on the status. I'm not an ""expat"" or maybe i look too poor so that's why she doesn't even bother to follow up on my request whatsoever. Very poor attitude for a foreigner herself.",1,Virgin Active,Tanjong Pagar,869,2024
"I joined Virgin Active after a minor stroke, with further complications of elevated BP.
Keeping healthy and fit became a non-negotiable part of my daily routine. It was not easy for a person with previously sedentary life style and my personal trainer Rudy have been absolutely indispensable in that journey.

Rudy demonstrated considerable acumen and proficiency in managing and reducing my elevated blood pressure levels. He accomplished this through the incremental enhancement of my cardiovascular efficiency.

Rudy has consistently exceeded my anticipations by demonstrating exceptional insight into monitoring my physical activities, vo2 max, and simultaneously providing mental stimulation through humor during our sessions. His sessions have always been characterized by a pleasant blend of productivity and light-heartedness, which I have found to be highly enjoyable.

Owing to Rudys professional intervention, I have experienced significant improvements in my health. This has not only improved my quality of life but has also enabled me to attain the lifestyle that I have always desired. I express my sincere gratitude to Rudy for his diligent and professional assistance.",5,Virgin Active,Tanjong Pagar,1185,2024
Justine is very professional and friendly!,5,Virgin Active,Tanjong Pagar,42,2024
"It has been my distinct honor to collaborate with Rudy in a professional coaching capacity, and his services come with my highest endorsement. With a career that spans over two decades, Rudys proficiency contributed significantly to my personal fitness goals, including a reduction of 3 kg in Fat mass, an increase of 2.5 kg in Muscle definition, and a decrease in Body Fat by 5%. His emphasis on mobility improvement has been a pivotal factor for my well-being, particularly given the constraints of a traditional office environment. Rudys strategic approach in customization of workout regimens, coupled with his motivational tactics, have been instrumental in reshaping my fitness trajectory. For anyone seeking tangible results and a personal trainer who prioritizes clients health above all, Rudy is the most suitable choice.",5,Virgin Active,Tanjong Pagar,830,2024
"My experience with Virgin Active Tanjong Pagar has been exemplary from the outset. After signing up for a trial online, Nicolas promptly reached out, offering a detailed and enthusiastic overview that set the stage for a promising start. The warm welcome extended during my first visit, where Jo provided an insightful tour of the facilities and classes, coupled with Jo and Justines clear and enticing explanation of membership benefits, made the decision to join an easy one. The facilities impressed with their maintenance and user-friendliness, contributing to a seamless initiation into the gym environment.

The high point of my early days at Virgin Active was a complimentary Personal Training (PT) session with Vanessa, whose professionalism and personalized approach were so convincing that I signed up for a 3-month PT package. This level of personalized attention and quality service has made me extremely satisfied with my decision to join Virgin Active Tanjong Pagar. The teams commitment to fostering a supportive and motivating fitness environment has greatly exceeded my expectations, making my fitness journey both positive and rewarding.",5,Virgin Active,Tanjong Pagar,1155,2024
Equipment and vibe is very good. Employees are very friendly. Just a bit too expensive and too little outlets.,5,Virgin Active,Tanjong Pagar,110,2024
"Met with Nicolas at Tanjong Pagar to enquire about a gym membership and was really helpful with everything. Aside from the amazing amenities, he really set the place apart from the other gyms and decided to join on the spot. Don't regret it a single bit and have been going almost every day!",5,Virgin Active,Tanjong Pagar,291,2024
"Amazing club, equipment and facility is on point. Staff is very friendly and helpful!",5,Virgin Active,Tanjong Pagar,85,2024
I just signed up virgin 1 Jan but I had really poor experience in the past 1 month or so. Yoga instructor Lynn didn't show up to class twice! I was not allowed to enter Shirley's body pump class as I was 1 min late. The class just started to warm up. Another guy came in later than me was allowed to get in becoz he was here earlier but he didn't start warm up either just as me. This is too rigid and cruel. People are allowed to get into other classes within 5 mins late here.,1,Virgin Active,Tanjong Pagar,478,2024
Nice location and space. Met with Justine of VA Tanjong Pagar who made the sign up process seamless!,5,Virgin Active,Tanjong Pagar,100,2024
"Honestly really love the gym and facilities here. Corporate discount makes it super affordable. Jo was really helpful at showing me around, sharing about Virgin Active and also onboarding me. Would strongly recommend her and the gym.",5,Virgin Active,Tanjong Pagar,233,2024
"Went to compare a few gyms around the area and Virgin Active stood apart from the rest with their facilities, equipment, and the staff. They are currently doing some renovation and added a recovery station for stretching with a few new machines, which is a great addition!
There are also a ton of classes, at all hours (they book up fast!) And so far, my experience has been pretty positive.

Nicolas, who was my consultant took his time to show me everything and explain the options, is also very responsive whenever I have questions or need help, another great bonus!

May not be the cheapest gym in SG but I definitely think that is worthwhile, especially if you watch out for their promotions!",4,Virgin Active,Tanjong Pagar,697,2024
Special shout out to Kishen who went over the call of duty to help resolve a random problem I had encountered with the booking system after office hours. Thank you!,5,Virgin Active,Tanjong Pagar,164,2024
nice staff especially Kishen,5,Virgin Active,Tanjong Pagar,28,2024
"Justine has been very friendly and proactive in helping me learn more about the gym, facilities and classes available.",5,Virgin Active,Tanjong Pagar,118,2024
"Amazing experience and satisfied environment. I just signed recently and it has been all good till now!! Especially appreciate my relationship consultant Charisse, she was very nice and helped me take a tour of the whole gym and gave me lots of instructions.",5,Virgin Active,Tanjong Pagar,258,2024
love this place!,5,Virgin Active,Tanjong Pagar,16,2024
Amazing locations and absolutely love the vibe. Special thanks to Nicolas who introduced me to everything and helped me get everything sorted. Even referred a couple of friends to him so that they can have the same experience as I do!,5,Virgin Active,Tanjong Pagar,234,2024
"I joined Virgin Active a few months back with the help of their sales manager Nicolas. I highly recommend going through him if you are interested since he has not only helped me get started but also assisted with every one of my requests ever since with urgency!
The classes and facilities on top of his great help really what motivated me to join VA! *",5,Virgin Active,Tanjong Pagar,353,2024
"Met with trainer Nicole and it was an enjoyable experience. In the beginning I was intimidated by the machines and worried that I would feel embarrassed but trainer Nicole was friendly and patient which made me feel comfortable and confident to do the exercises.

This is the first time, I had close guidance and professional advice/ tips. Nicole made things easier as she takes time to go through small steps gradually so I did not feel overwhelmed or lousy about myself.

The overall experience felt like it was very personalised and hands-on unlike other gyms where it can feel like the trainers rush and go and give very commercial standard sessions.",5,Virgin Active,Tanjong Pagar,654,2024
"Used to be a good gym, but right now is a no no
1. Very limited areas to workout as it is on renovations plus they make clases all day on the open area ( so you can't train on your own)
2. Noise levels are unhealthy - they have instructors yelling on a microphone in the open areas, each instructor plays its own music on top of the background gym music (not even the best noise canceling earbuds help)
3. Showers are dirty full of hair and lime at any time of the day even very early in the morning (as they didn't clean it for the day before)

I used to love this place but current management is not taking care of providing a good service - it is not just about having machines, it's about a place that is conductive to working out",1,Virgin Active,Tanjong Pagar,734,2024
"This expansive club boasts modern facilities, featuring a clean and well-lit changing area that is meticulously maintained. However, my disappointment arises from the absence of Rpm classes, especially with the recent closure of the Bugis branch and ongoing renovation affecting classes. The limited availability of cycling classes is a drawback. Over my six years with Virgin Active, Ive noticed a constant rise in membership fees coupled with a decrease in offerings compared to the past. Several excellent instructors had left in recent years. I hope for more innovative experiences and unique propositions to be introduced, enhancing the clubs appeal and retaining loyal customers.",2,Virgin Active,Tanjong Pagar,685,2024
"Overpriced membership fees, the gym is getting more crowded and the classes getting more difficult to book. Planning to cancel my membership after my 1 year contract ends",1,Virgin Active,Tanjong Pagar,170,2024
"Had a very poor experience during my free trial at this gym. So happy I tried before committing to a membership. It started with the website and apps not accepting my mobile number. Tried calling, no answer. Went there in person and it took more than 30 mins and 3 different staff members to try and sort out the issue. Then when I finally got the pass, I was left to try and work out everything alone - no one bothered to show me where things were, how to use the lockers etc. Given the number of staff at the front desk, this is not acceptable. Then the machines that I came to use were constantly occupied so I got annoyed and left. Wont be returning.",1,Virgin Active,Tanjong Pagar,654,2024
love the classes,5,Virgin Active,Tanjong Pagar,16,2024
"2/5 for the gym
5/5 for my personal trainer Thapelo
He helped me get in shape for my wedding in a short span of time (2 months) and was very adaptive with my workout plan during and after my wedding
I got to know of his services when I approached him for some questions on my workout plan and he suggested some helpful tips without withholding information. This made me feel comfortable to opt for his services and had 100% trust in him and his abilities. I would look forward to each session, as it was fun and focused at the same time.
Can't recommend Thapelo enough!!",4,Virgin Active,Tanjong Pagar,570,2024
"Joined the club during my student years. Having had a musculoskeletal condition for years, this club had provided me facilities that accommodated for my rehabilitation and recovery, by doing Reformer Pilates and Yoga. There are a lot of different classes to choose from throughout the day (morning to evening) with different instructors, ranging from beginner, intermediate, to advanced level reformer, and various types of yoga; align (hatha), flow (vinyasa), and calm (yin and restorative). Moreover, VA has a few branches that are located quite strategically. The classes are easily booked through the VA app.

Jessica is my favourite Yoga Instructor. I like the way she leads the class through the gentleness of her voice, how she gives instructions, and how she paces the shift from one posture to another. Though it may be a big class, she was able to observe, recognise, and correct the practitioners form and alignment (didnt inform her that I had the condition in the beginning, but she could tell). She was able to kindly tell not to force doing certain movements/postures, and to give alternatives to those who need it. All in all, most of the Pilates and Yoga instructors are great and have different strengths/ways on how they lead the classes, so one may book and access the classes according to their schedule, location and instructors preferences.",5,Virgin Active,Tanjong Pagar,1363,2024
Jo has been great helping me set up my gym journey!,5,Virgin Active,Tanjong Pagar,51,2024
I signed up for PT in Virgin Active and was trained by Thapelo for the past few months. Thapelo is an experienced and supportive trainer who greatly impacted my fitness journey. His expertise and encouragement were invaluable in my progress. Grateful for his guidance!,5,Virgin Active,Tanjong Pagar,268,2024
"Amazing facility, top equipment and great environment. Good service with friendly staff, super clean and comfortable gym for everyone from beginner to professional athletes to train at. I will definitely be returning to Virgin in my future trips to Singapore.",5,Virgin Active,Tanjong Pagar,259,2024
"I completed a 3 month personal training program at VA with Thapelo (personal trainer). He planned out a training schedule which is split into 3 phases that focuses on different goals (endurance/ strength/ cardio, etc). Throughout the program, Thapelo consistently tries to get me to try harder (which is one of the motivations i told him i wanted to have in me at the start), while at the same time ensuring that I kept my form during the exercises. I definitely feel a lot stronger than before and I would recommend him to anyone considering a PT.",5,Virgin Active,Tanjong Pagar,548,2023
"I love this club! The facilities are great and the staff are super friendly and professional. I also had a great PT experience with Thapelo. He worked me hard, but with a kind and caring manner I really appreciated. I managed to become the strongest I've been, ever, and I'm 42! Thanks Thapelo, it's been great working with you ",5,Virgin Active,Tanjong Pagar,328,2023
Disappointing service. Failed to revert on the enquiries. Have been trying to call the hotline multiple times provided on the website but no one picked up. Went to counter three times & have been speaking to the staff but there was no follow-up. Texted membership services on the matter but there was no follow up. Feeling helpless.,1,Virgin Active,Tanjong Pagar,332,2023
Wish to give zero stars for Rashita,1,Virgin Active,Tanjong Pagar,35,2023
Amazing gym!!! All the Pilates trainers are amazing!!,5,Virgin Active,Tanjong Pagar,53,2023
Always enjoyed Rozannes class. She always make us sweat a bucket.,5,Virgin Active,Tanjong Pagar,65,2023
"Great gym, lots of space and a wide range of machines. Staff is very helpful too",5,Virgin Active,Tanjong Pagar,80,2023
"Nice location. Some equipment broken for more than a month but not repaired so maintenance should be improved, especially when there's only 1 piece of each and gets so crowded after work.",3,Virgin Active,Tanjong Pagar,187,2023
I am satisfied with the service they provided. Few months ago I decided to get a PT for my adventure. It was a good decision after all. Big thanks to my PT Thapelo who has been there for me every step of the way and being so passionate in helping me achieve my goal.,5,Virgin Active,Tanjong Pagar,266,2023
"One of our favourite outlet for weekly HITT by Rue and Hot Yoga by Hayley.

Both instructors are great motivators to hit the intense work out and good strecth with inbalance posture like crow and headstand during the Hot Yoga session with Hayley. You go girls!!",5,Virgin Active,Tanjong Pagar,261,2023
"I was looking for a good gym and personal trainer to sign up with hence I went to a few gyms at Tanjong Pagar to recee. My last stop was to this branch. Daniel Tan oriented me around the whole area of VA and was the most sincere, patient, kind, attentive, caring and utmost professional and he even stayed with me till 9 plus pm at night. He genuinely cares about my needs, concern and wants. Without his patience and kindness, I don't think I would have signed up with VA so soon since there are so many good gyms in Singapore to explore. He signed me up for the reformer Pilates trial class and stayed back late to make sure to send me into my first class. Later, he even cared to check how was my first lesson ever. I was utterly impressed by the level of professionalism, service and care. Daniel is a real asset to VA Tanjong Pagar. It wouldn't be the same without him.",5,Virgin Active,Tanjong Pagar,874,2023
Loving the yoga classes here in Virgin Active. All of the instructors are very friendly and professional. Specifically loving Hayley's classes! ,5,Virgin Active,Tanjong Pagar,144,2023
"I've been a member for 3 years and leaving a detailed review.

Gym floor: 3 stars
there has been no equipment upgrade all this while. It was rather embarrassing when my friends at cheaper gyms like Anytime Fitness and ActiveSG gyms have even basic equipments like rear delt flies / pec fly, hack squats, hip thrust machines and etc. I hope VA will step up to include more new machines. There are too many cardio machines that are not fully utilised so surely there's a better way to optimise the gym floor.

PT: 5 stars
I had the privilege of engaging Kah Wei for PT and his expertise, patience and knowledge is top-notched. He keeps himself updated with the latest science in power building, nutrition, hypertrophy, etc and even designed a program for me. I'm sure he has much more to offer when it comes to another client with different goals.

Kah Wei understood my fitness goals, lifestyle and needs and has always been patient in guiding me through and explaining the workouts. He even responded to my queries via text. You can't get a better trainer than this.

Yoga classes: 5 star
Lynne's expertise was evident as she guided us seamlessly through various yoga styles and poses. Lynne's clear communication made even the most complex poses feel accessible.

She exuded empathy, always attuned to our emotional and physical well-being, creating a supportive and nurturing atmosphere. Her encouragement was motivating, pushing us to explore our boundaries without any judgment.

Lynne's positive attitude was infectious. The sharing of yoga philosophy also integrated well into the class and serves as timely takeaways for us to bring back home and also to our office.",4,Virgin Active,Tanjong Pagar,1673,2023
Classes and facilities are good. However there's always a lot of used gear and towels left in the shower and changing area. Brought this up before but nothing has been done about it,2,Virgin Active,Tanjong Pagar,181,2023
"I had the pleasure of practicing yoga with Georgia for Hot Flow and Yoga Calm for a trial class on 24/9/2023. She is an exceptional yoga instructor who excels in promoting both mental and physical well-being. Georgia possesses a deep understanding of yogas holistic benefits, and their classes reflect this expertise.

One of her standout qualities is her excellent communication and clear instructions. She creates a welcoming and inclusive atmosphere in each class, making even beginners feel comfortable with her modifications and progressions for advanced practitioners. Georgia is adept at tailoring the practice to suit individual needs, ensuring that everyone can progress at their own pace.

She incorporates mindfulness and meditation seamlessly into yoga sessions, helping me find inner peace and reduce stress. Physically, Ive noticed increased flexibility, strength, and overall well-being.

I highly recommend Georgia to anyone seeking a yoga instructor who not only fosters physical health but also provides valuable tools for mental well-being. Her expertise, clear communication, and warm personality make her a standout choice for anyone on their yoga journey.",5,Virgin Active,Tanjong Pagar,1177,2023
"Renovations done to update the fittings and love the new fragrant shower gels, shampoos ,conditioners and lotions provided! Truly an elevated invigorating gym experience every time. ",5,Virgin Active,Tanjong Pagar,182,2023
I have been training with Nicole for 2 months now. My overall health has improved.,5,Virgin Active,Tanjong Pagar,82,2023
"Lynn is the best Yoga coach I've experienced . She helps you concentrate in the class to practice, and you get refreshed after. Her yoga wisdoms is a good reflection to me too",5,Virgin Active,Tanjong Pagar,175,2023
"My life has changed after joining virgin active. Generally I feel more energetic and less tired than before because of my fitness. Through my gym life, I love to take Jessica T's yoga class regularly. It was my first time to try yoga in my life, and I became loving yoga because of her. I am satisfied that my flexibility has been changed and always feel good physically and mentally after taking her class. I strongly recommend to take her class if you are looking for a great yoga instructor.",5,Virgin Active,Tanjong Pagar,494,2023
